PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"12697260","The Madrid card sorting test (MCST): a task switching paradigm to study executive attention with event-related potentials","Barceló F.","Brain Res Brain Res Protoc. 2003 Mar;11(1):27-37. doi: 10.1016/s1385-299x(03)00013-8.","Barceló F","Brain Res Brain Res Protoc","2003","2003/04/17","","","10.1016/s1385-299x(03)00013-8"
"22579495","Practice on conflict tasks promotes executive function of working memory in the elderly","Osaka M, Yaoi K, Otsuka Y, Katsuhara M, Osaka N.","Behav Brain Res. 2012 Jul 15;233(1):90-8. doi: 10.1016/j.bbr.2012.04.044. Epub 2012 May 2.","Osaka M","Behav Brain Res","2012","2012/05/15","","","10.1016/j.bbr.2012.04.044"
"21159096","A developmental neuroimaging investigation of the change paradigm","Thomas LA, Hall JM, Skup M, Jenkins SE, Pine DS, Leibenluft E.","Dev Sci. 2011 Jan;14(1):148-61. doi: 10.1111/j.1467-7687.2010.00967.x.","Thomas LA","Dev Sci","2011","2010/12/17","PMC3036172","NIHMS184308","10.1111/j.1467-7687.2010.00967.x"
"14527617","Equivalence of cognitive processes in brain imaging and behavioral studies: evidence from task switching","Koch I, Ruge H, Brass M, Rubin O, Meiran N, Prinz W.","Neuroimage. 2003 Sep;20(1):572-7. doi: 10.1016/s1053-8119(03)00206-4.","Koch I","Neuroimage","2003","2003/10/07","","","10.1016/s1053-8119(03)00206-4"
"16549227","Caffeine improves anticipatory processes in task switching","Tieges Z, Snel J, Kok A, Wijnen JG, Lorist MM, Richard Ridderinkhof K.","Biol Psychol. 2006 Aug;73(2):101-13. doi: 10.1016/j.biopsycho.2005.12.005. Epub 2006 Mar 23.","Tieges Z","Biol Psychol","2006","2006/03/22","","","10.1016/j.biopsycho.2005.12.005"
"22444277","Cognitive control: preparation of task switching components","Hakun JG, Ravizza SM.","Brain Res. 2012 Apr 27;1451:53-64. doi: 10.1016/j.brainres.2012.02.046. Epub 2012 Feb 26.","Hakun JG","Brain Res","2012","2012/03/27","","","10.1016/j.brainres.2012.02.046"
"18577547","Parkinson's disease and dopaminergic therapy--differential effects on movement, reward and cognition","Rowe JB, Hughes L, Ghosh BC, Eckstein D, Williams-Gray CH, Fallon S, Barker RA, Owen AM.","Brain. 2008 Aug;131(Pt 8):2094-105. doi: 10.1093/brain/awn112. Epub 2008 Jun 24.","Rowe JB","Brain","2008","2008/06/26","PMC2494617","","10.1093/brain/awn112"
"20036266","Compensatory mechanisms underlie intact task-switching performance in schizophrenia","Jamadar S, Michie P, Karayanidis F.","Neuropsychologia. 2010 Apr;48(5):1305-23. doi: 10.1016/j.neuropsychologia.2009.12.034. Epub 2009 Dec 28.","Jamadar S","Neuropsychologia","2010","2009/12/29","","","10.1016/j.neuropsychologia.2009.12.034"
"15993762","Involvement of both prefrontal and inferior parietal cortex in dual-task performance","Collette F, Olivier L, Van der Linden M, Laureys S, Delfiore G, Luxen A, Salmon E.","Brain Res Cogn Brain Res. 2005 Jul;24(2):237-51. doi: 10.1016/j.cogbrainres.2005.01.023. Epub 2005 Mar 23.","Collette F","Brain Res Cogn Brain Res","2005","2005/07/05","","","10.1016/j.cogbrainres.2005.01.023"
"22014246","Role of frontotemporal fiber tract integrity in task-switching performance of healthy controls and patients with temporal lobe epilepsy","Kucukboyaci NE, Girard HM, Hagler DJ Jr, Kuperman J, Tecoma ES, Iragui VJ, Halgren E, McDonald CR.","J Int Neuropsychol Soc. 2012 Jan;18(1):57-67. doi: 10.1017/S1355617711001391. Epub 2011 Oct 12.","Kucukboyaci NE","J Int Neuropsychol Soc","2012","2011/10/22","PMC3482626","NIHMS412218","10.1017/S1355617711001391"
"41235903","The Human Claustrum Activates Across Multiple Cognitive Control Tasks","Huang CHL, Stewart BW, Liu CY, Phylactou P, Mathur BN, Seminowicz DA.","Eur J Neurosci. 2025 Nov;62(9):e70318. doi: 10.1111/ejn.70318.","Huang CHL","Eur J Neurosci","2025","2025/11/14","PMC12617337","","10.1111/ejn.70318"
"18178571","Attentional control in Parkinson's disease is dependent on COMT val 158 met genotype","Williams-Gray CH, Hampshire A, Barker RA, Owen AM.","Brain. 2008 Feb;131(Pt 2):397-408. doi: 10.1093/brain/awm313. Epub 2008 Jan 4.","Williams-Gray CH","Brain","2008","2008/01/08","","","10.1093/brain/awm313"
"29265723","Structural connectivity of the amygdala in young adults with autism spectrum disorder","Gibbard CR, Ren J, Skuse DH, Clayden JD, Clark CA.","Hum Brain Mapp. 2018 Mar;39(3):1270-1282. doi: 10.1002/hbm.23915. Epub 2017 Dec 19.","Gibbard CR","Hum Brain Mapp","2018","2017/12/22","PMC5838552","","10.1002/hbm.23915"
"15068600","Reflexive, symbolic, and affective contributions to eye movements during task switching: response selection","Hodgson TL, Golding C, Molyva D, Rosenthal CR, Kennard C.","J Cogn Neurosci. 2004 Mar;16(2):318-30. doi: 10.1162/089892904322984599.","Hodgson TL","J Cogn Neurosci","2004","2004/04/08","","","10.1162/089892904322984599"
"26740919","Scene unseen: Disrupted neuronal adaptation in melancholia during emotional film viewing","Hyett MP, Parker GB, Guo CC, Zalesky A, Nguyen VT, Yuen T, Breakspear M.","Neuroimage Clin. 2015 Oct 24;9:660-7. doi: 10.1016/j.nicl.2015.10.011. eCollection 2015.","Hyett MP","Neuroimage Clin","2015","2016/01/08","PMC4660155","","10.1016/j.nicl.2015.10.011"
"17947346","Language control and lexical competition in bilinguals: an event-related FMRI study","Abutalebi J, Annoni JM, Zimine I, Pegna AJ, Seghier ML, Lee-Jahnke H, Lazeyras F, Cappa SF, Khateb A.","Cereb Cortex. 2008 Jul;18(7):1496-505. doi: 10.1093/cercor/bhm182. Epub 2007 Oct 18.","Abutalebi J","Cereb Cortex","2008","2007/10/20","","","10.1093/cercor/bhm182"
"18925388","Asenapine restores cognitive flexibility in rats with medial prefrontal cortex lesions","Tait DS, Marston HM, Shahid M, Brown VJ.","Psychopharmacology (Berl). 2009 Jan;202(1-3):295-306. doi: 10.1007/s00213-008-1364-8. Epub 2008 Oct 17.","Tait DS","Psychopharmacology (Berl)","2009","2008/10/18","","","10.1007/s00213-008-1364-8"
"21451015","Common and distinct mechanisms of cognitive flexibility in prefrontal cortex","Kim C, Johnson NF, Cilles SE, Gold BT.","J Neurosci. 2011 Mar 30;31(13):4771-9. doi: 10.1523/JNEUROSCI.5923-10.2011.","Kim C","J Neurosci","2011","2011/04/01","PMC3086290","NIHMS284855","10.1523/JNEUROSCI.5923-10.2011"
"15603286","Early development of subcortical regions involved in non-cued attention switching","Casey BJ, Davidson MC, Hara Y, Thomas KM, Martinez A, Galvan A, Halperin JM, Rodríguez-Aranda CE, Tottenham N.","Dev Sci. 2004 Nov;7(5):534-42. doi: 10.1111/j.1467-7687.2004.00377.x.","Casey BJ","Dev Sci","2004","2004/12/18","","","10.1111/j.1467-7687.2004.00377.x"
"16839302","Fractionating the neural mechanisms of cognitive control","Kopp B, Tabeling S, Moschner C, Wessel K.","J Cogn Neurosci. 2006 Jun;18(6):949-65. doi: 10.1162/jocn.2006.18.6.949.","Kopp B","J Cogn Neurosci","2006","2006/07/15","","","10.1162/jocn.2006.18.6.949"
"27571231","Alterations in brain white matter contributing to age-related slowing of task switching performance: The role of radial diffusivity and magnetization transfer ratio","Serbruyns L, Leunissen I, van Ruitenbeek P, Pauwels L, Caeyenberghs K, Solesio-Jofre E, Geurts M, Cuypers K, Meesen RL, Sunaert S, Leemans A, Swinnen SP.","Hum Brain Mapp. 2016 Nov;37(11):4084-4098. doi: 10.1002/hbm.23297.","Serbruyns L","Hum Brain Mapp","2016","2016/08/30","PMC6867406","","10.1002/hbm.23297"
"29094788","When global rule reversal meets local task switching: The neural mechanisms of coordinated behavioral adaptation to instructed multi-level demand changes","Shi Y, Wolfensteller U, Schubert T, Ruge H.","Hum Brain Mapp. 2018 Feb;39(2):735-746. doi: 10.1002/hbm.23878. Epub 2017 Nov 2.","Shi Y","Hum Brain Mapp","2018","2017/11/03","PMC6866278","","10.1002/hbm.23878"
"21737433","Frontostriatal response to set switching is moderated by reward sensitivity","Avila C, Garbin G, Sanjuán A, Forn C, Barrós-Loscertales A, Bustamante JC, Rodríguez-Pujadas A, Belloch V, Parcet MA.","Soc Cogn Affect Neurosci. 2012 Apr;7(4):423-30. doi: 10.1093/scan/nsr028. Epub 2011 Jul 6.","Avila C","Soc Cogn Affect Neurosci","2012","2011/07/09","PMC3324573","","10.1093/scan/nsr028"
"21981671","On the automaticity of semantic processing during task switching","Vachon F, Jolicœur P.","J Cogn Neurosci. 2012 Mar;24(3):611-26. doi: 10.1162/jocn_a_00149. Epub 2011 Oct 7.","Vachon F","J Cogn Neurosci","2012","2011/10/11","","","10.1162/jocn_a_00149"
"41306624","Comparison of the performance of machine learning algorithms for the task-switching functional magnetic resonance imaging data for distinguishing attention deficit hyperactivity disorder from bipolar disorder","Solouki L, Shahsavari S, Sharini H, Hashemian AH, Mohammadian Y, Mohammadi H, Mahaki B.","J Res Med Sci. 2025 Oct 30;30:56. doi: 10.4103/jrms.jrms_406_24. eCollection 2025.","Solouki L","J Res Med Sci","2025","2025/11/27","PMC12646346","","10.4103/jrms.jrms_406_24"
"24499376","Losing control of your languages: a case study","Calabria M, Marne P, Romero-Pinel L, Juncadella M, Costa A.","Cogn Neuropsychol. 2014;31(3):266-86. doi: 10.1080/02643294.2013.879443. Epub 2014 Feb 5.","Calabria M","Cogn Neuropsychol","2014","2014/02/07","","","10.1080/02643294.2013.879443"
"24361665","Alpha activity reflects individual abilities to adapt to the environment","Horschig JM, Jensen O, van Schouwenburg MR, Cools R, Bonnefond M.","Neuroimage. 2014 Apr 1;89:235-43. doi: 10.1016/j.neuroimage.2013.12.018. Epub 2013 Dec 19.","Horschig JM","Neuroimage","2014","2013/12/24","","","10.1016/j.neuroimage.2013.12.018"
"35643358","The effect of casein hydrolysate intake on cerebral neural regulation during cognitive tasks in the elderly","Kimura K, Saito N, Nakamura H, Takeda Y.","Exp Gerontol. 2022 Aug;165:111853. doi: 10.1016/j.exger.2022.111853. Epub 2022 May 26.","Kimura K","Exp Gerontol","2022","2022/06/01","","","10.1016/j.exger.2022.111853"
"25562822","Electrophysiological evidence for retrieval mode immediately after a task switch","Evans LH, Williams AN, Wilding EL.","Neuroimage. 2015 Mar;108:435-40. doi: 10.1016/j.neuroimage.2014.12.068. Epub 2015 Jan 3.","Evans LH","Neuroimage","2015","2015/01/07","PMC4334665","","10.1016/j.neuroimage.2014.12.068"
"41352431","Cerebellar Functional Alterations During Executive Functioning Are Associated With General Psychopathology in a Cross-Diagnostic Sample","Romer AL, Hosterman G, Kumar P, Pizzagalli DA.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2025 Dec 4:S2451-9022(25)00367-2. doi: 10.1016/j.bpsc.2025.11.010. Online ahead of print.","Romer AL","Biol Psychiatry Cogn Neurosci Neuroimaging","2025","2025/12/06","PMC12716028","NIHMS2127929","10.1016/j.bpsc.2025.11.010"
"12405975","The roles of the cerebellum and basal ganglia in timing and error prediction","Dreher JC, Grafman J.","Eur J Neurosci. 2002 Oct;16(8):1609-19. doi: 10.1046/j.1460-9568.2002.02212.x.","Dreher JC","Eur J Neurosci","2002","2002/10/31","","","10.1046/j.1460-9568.2002.02212.x"
"16197690","Who comes first? The role of the prefrontal and parietal cortex in cognitive control","Brass M, Ullsperger M, Knoesche TR, von Cramon DY, Phillips NA.","J Cogn Neurosci. 2005 Sep;17(9):1367-75. doi: 10.1162/0898929054985400.","Brass M","J Cogn Neurosci","2005","2005/10/04","","","10.1162/0898929054985400"
"28716966","Hierarchically Organized Medial Frontal Cortex-Basal Ganglia Loops Selectively Control Task- and Response-Selection","Korb FM, Jiang J, King JA, Egner T.","J Neurosci. 2017 Aug 16;37(33):7893-7905. doi: 10.1523/JNEUROSCI.3289-16.2017. Epub 2017 Jul 17.","Korb FM","J Neurosci","2017","2017/07/19","PMC5559764","","10.1523/JNEUROSCI.3289-16.2017"
"20685974","Motivated cognitive control: reward incentives modulate preparatory neural activity during task-switching","Savine AC, Braver TS.","J Neurosci. 2010 Aug 4;30(31):10294-305. doi: 10.1523/JNEUROSCI.2052-10.2010.","Savine AC","J Neurosci","2010","2010/08/06","PMC2935640","NIHMS225962","10.1523/JNEUROSCI.2052-10.2010"
"30639331","Frontal theta predicts specific cognitive control-induced behavioural changes beyond general reaction time slowing","Cooper PS, Karayanidis F, McKewen M, McLellan-Hall S, Wong ASW, Skippen P, Cavanagh JF.","Neuroimage. 2019 Apr 1;189:130-140. doi: 10.1016/j.neuroimage.2019.01.022. Epub 2019 Jan 10.","Cooper PS","Neuroimage","2019","2019/01/15","PMC7664162","NIHMS1042964","10.1016/j.neuroimage.2019.01.022"
"41216793","Shared Versus Unique Features of Neural Activation During Cognitive Flexibility Across Restrictive Eating Disorder Presentations","Romer AL, Breithaupt L, Slattery M, Petterway F, Lindman L, Scott J, Lauze M, Cravitz M, Poon Z, Seenivasa S, Naticchia S, Javaras KN, Alperovitz D, Thomas JJ, Lawson EA, Pizzagalli DA, Plessow F, Kumar P, Misra M, Eddy KT.","Int J Eat Disord. 2025 Nov 11. doi: 10.1002/eat.24599. Online ahead of print.","Romer AL","Int J Eat Disord","2025","2025/11/11","","","10.1002/eat.24599"
"33653433","Associations of subclinical autistic-like traits with brain structural variation using diffusion tensor imaging and voxel-based morphometry","Schröder Y, Hohmann DM, Meller T, Evermann U, Pfarr JK, Jansen A, Kamp-Becker I, Grezellschak S, Nenadić I.","Eur Psychiatry. 2021 Mar 3;64(1):e27. doi: 10.1192/j.eurpsy.2021.15.","Schröder Y","Eur Psychiatry","2021","2021/03/03","PMC8080214","","10.1192/j.eurpsy.2021.15"
"11113037","Dissociable mechanisms of attentional control within the human prefrontal cortex","Nagahama Y, Okada T, Katsumi Y, Hayashi T, Yamauchi H, Oyanagi C, Konishi J, Fukuyama H, Shibasaki H.","Cereb Cortex. 2001 Jan;11(1):85-92. doi: 10.1093/cercor/11.1.85.","Nagahama Y","Cereb Cortex","2001","2000/12/13","","","10.1093/cercor/11.1.85"
"22905818","Prefrontal cortical mechanisms underlying individual differences in cognitive flexibility and stability","Armbruster DJ, Ueltzhöffer K, Basten U, Fiebach CJ.","J Cogn Neurosci. 2012 Dec;24(12):2385-99. doi: 10.1162/jocn_a_00286. Epub 2012 Aug 20.","Armbruster DJ","J Cogn Neurosci","2012","2012/08/22","","","10.1162/jocn_a_00286"
"31271821","Distinct structural correlates of the dominant and nondominant languages in bilinguals with Alzheimer's disease (AD)","Smirnov DS, Stasenko A, Salmon DP, Galasko D, Brewer JB, Gollan TH.","Neuropsychologia. 2019 Sep;132:107131. doi: 10.1016/j.neuropsychologia.2019.107131. Epub 2019 Jul 1.","Smirnov DS","Neuropsychologia","2019","2019/07/05","PMC6702045","NIHMS1534671","10.1016/j.neuropsychologia.2019.107131"
"21264257","Predicting individuals' learning success from patterns of pre-learning MRI activity","Vo LT, Walther DB, Kramer AF, Erickson KI, Boot WR, Voss MW, Prakash RS, Lee H, Fabiani M, Gratton G, Simons DJ, Sutton BP, Wang MY.","PLoS One. 2011 Jan 14;6(1):e16093. doi: 10.1371/journal.pone.0016093.","Vo LT","PLoS One","2011","2011/01/26","PMC3021541","","10.1371/journal.pone.0016093"
"16683265","Progressive increase of frontostriatal brain activation from childhood to adulthood during event-related tasks of cognitive control","Rubia K, Smith AB, Woolley J, Nosarti C, Heyman I, Taylor E, Brammer M.","Hum Brain Mapp. 2006 Dec;27(12):973-93. doi: 10.1002/hbm.20237.","Rubia K","Hum Brain Mapp","2006","2006/05/10","PMC6871373","","10.1002/hbm.20237"
"8733217","Cognitive performance in tests sensitive to frontal lobe dysfunction in the elderly depressed","Beats BC, Sahakian BJ, Levy R.","Psychol Med. 1996 May;26(3):591-603. doi: 10.1017/s0033291700035662.","Beats BC","Psychol Med","1996","1996/05/01","","","10.1017/s0033291700035662"
"22575667","Cognitive control of language production in bilinguals involves a partly independent process within the domain-general cognitive control network: evidence from task-switching and electrical brain activity","Magezi DA, Khateb A, Mouthon M, Spierer L, Annoni JM.","Brain Lang. 2012 Jul;122(1):55-63. doi: 10.1016/j.bandl.2012.04.008. Epub 2012 May 9.","Magezi DA","Brain Lang","2012","2012/05/12","","","10.1016/j.bandl.2012.04.008"
"34454100","Prefrontal cortex VAMP1 gene network moderates the effect of the early environment on cognitive flexibility in children","Dalmaz C, Barth B, Pokhvisneva I, Wang Z, Patel S, Quillfeldt JA, Mendonça Filho EJ, de Lima RMS, Arcego DM, Sassi RB, Hall GBC, Kobor MS, Meaney MJ, Silveira PP.","Neurobiol Learn Mem. 2021 Nov;185:107509. doi: 10.1016/j.nlm.2021.107509. Epub 2021 Aug 25.","Dalmaz C","Neurobiol Learn Mem","2021","2021/08/28","","","10.1016/j.nlm.2021.107509"
"41564669","The effect of iron deposition on cognitive fatigue in multiple sclerosis","Yao B, DeLuca J, Wylie GR.","Neuroimage Clin. 2026 Jan 18;49:103953. doi: 10.1016/j.nicl.2026.103953. Online ahead of print.","Yao B","Neuroimage Clin","2026","2026/01/21","PMC12859211","","10.1016/j.nicl.2026.103953"
"19572310","Preserved executive function in high-performing elderly is driven by large-scale recruitment of prefrontal cortical mechanisms","De Sanctis P, Gomez-Ramirez M, Sehatpour P, Wylie GR, Foxe JJ.","Hum Brain Mapp. 2009 Dec;30(12):4198-214. doi: 10.1002/hbm.20839.","De Sanctis P","Hum Brain Mapp","2009","2009/07/03","PMC6871224","","10.1002/hbm.20839"
"20668428","Differential activation of memory-relevant brain regions during a dialysis cycle","Lux S, Mirzazade S, Kuzmanovic B, Plewan T, Eickhoff SB, Shah NJ, Floege J, Fink GR, Eitner F.","Kidney Int. 2010 Oct;78(8):794-802. doi: 10.1038/ki.2010.253. Epub 2010 Jul 28.","Lux S","Kidney Int","2010","2010/07/30","","","10.1038/ki.2010.253"
"23404064","Anatomical connection strength predicts dopaminergic drug effects on fronto-striatal function","van Schouwenburg MR, Zwiers MP, van der Schaaf ME, Geurts DE, Schellekens AF, Buitelaar JK, Verkes RJ, Cools R.","Psychopharmacology (Berl). 2013 Jun;227(3):521-31. doi: 10.1007/s00213-013-3000-5. Epub 2013 Feb 13.","van Schouwenburg MR","Psychopharmacology (Berl)","2013","2013/02/14","PMC3655213","","10.1007/s00213-013-3000-5"
"22162123","The bivalency effect in task switching: event-related potentials","Grundy JG, Benarroch MF, Woodward TS, Metzak PD, Whitman JC, Shedden JM.","Hum Brain Mapp. 2013 May;34(5):999-1012. doi: 10.1002/hbm.21488. Epub 2011 Dec 8.","Grundy JG","Hum Brain Mapp","2013","2011/12/14","PMC6869890","","10.1002/hbm.21488"
"30871730","Be Prepared: Tune to FM-Theta for Cognitive Control","Sauseng P, Tschentscher N, Biel AL.","Trends Neurosci. 2019 May;42(5):307-309. doi: 10.1016/j.tins.2019.02.006. Epub 2019 Mar 11.","Sauseng P","Trends Neurosci","2019","2019/03/16","","","10.1016/j.tins.2019.02.006"
"21391280","Challenging a decade of brain research on task switching: brain activation in the task-switching paradigm reflects adaptation rather than reconfiguration of task sets","De Baene W, Kühn S, Brass M.","Hum Brain Mapp. 2012 Mar;33(3):639-51. doi: 10.1002/hbm.21234. Epub 2011 Mar 9.","De Baene W","Hum Brain Mapp","2012","2011/03/11","PMC6869853","","10.1002/hbm.21234"
"21532859","Altered brain activation in ventral frontal-striatal regions following a 16-week pharmacotherapy in unmedicated obsessive-compulsive disorder","Han JY, Kang DH, Gu BM, Jung WH, Choi JS, Choi CH, Jang JH, Kwon JS.","J Korean Med Sci. 2011 May;26(5):665-74. doi: 10.3346/jkms.2011.26.5.665. Epub 2011 Apr 21.","Han JY","J Korean Med Sci","2011","2011/05/03","PMC3082120","","10.3346/jkms.2011.26.5.665"
"33894224","Increased volumes of lobule VI in a valproic acid model of autism are associated with worse set-shifting performance in male Long-Evan rats","Payne M, Mali I, McKinnell ZE, Vangsness L, Shrestha TB, Bossmann SH, Plakke B.","Brain Res. 2021 Aug 15;1765:147495. doi: 10.1016/j.brainres.2021.147495. Epub 2021 Apr 22.","Payne M","Brain Res","2021","2021/04/24","PMC8205983","NIHMS1697184","10.1016/j.brainres.2021.147495"
"18590361","Neuroanatomical and cognitive mediators of age-related differences in episodic memory","Head D, Rodrigue KM, Kennedy KM, Raz N.","Neuropsychology. 2008 Jul;22(4):491-507. doi: 10.1037/0894-4105.22.4.491.","Head D","Neuropsychology","2008","2008/07/02","PMC2688704","NIHMS111393","10.1037/0894-4105.22.4.491"
"39592218","Fragile Mentalizing: Lack of Behavioral and Neural Markers of Social Cognition in an Established Social Perspective Taking Task when Combined with Stress Induction","Cheema S, Augustin C, Göttlich M, Krämer UM, Beyer F.","eNeuro. 2024 Nov 26;11(11):ENEURO.0084-24.2024. doi: 10.1523/ENEURO.0084-24.2024. Print 2024 Nov.","Cheema S","eNeuro","2024","2024/11/26","PMC11595598","","10.1523/ENEURO.0084-24.2024"
"18596613","Brain activation during fast driving in a driving simulator: the role of the lateral prefrontal cortex","Jäncke L, Brunner B, Esslen M.","Neuroreport. 2008 Jul 16;19(11):1127-30. doi: 10.1097/WNR.0b013e3283056521.","Jäncke L","Neuroreport","2008","2008/07/04","","","10.1097/WNR.0b013e3283056521"
"15922166","Dynamics of task sets: evidence from dense-array event-related potentials","Poulsen C, Luu P, Davey C, Tucker DM.","Brain Res Cogn Brain Res. 2005 Jun;24(1):133-54. doi: 10.1016/j.cogbrainres.2005.01.008. Epub 2005 Feb 25.","Poulsen C","Brain Res Cogn Brain Res","2005","2005/06/01","","","10.1016/j.cogbrainres.2005.01.008"
"25866927","Recruitment of the default mode network during a demanding act of executive control","Crittenden BM, Mitchell DJ, Duncan J.","Elife. 2015 Apr 13;4:e06481. doi: 10.7554/eLife.06481.","Crittenden BM","Elife","2015","2015/04/14","PMC4427863","","10.7554/eLife.06481"
"14741655","Behavioral and functional MRI study of attention shift in human verbal working memory","Li ZH, Sun XW, Wang ZX, Zhang XC, Zhang DR, He S, Hu XP.","Neuroimage. 2004 Jan;21(1):181-91. doi: 10.1016/j.neuroimage.2003.08.043.","Li ZH","Neuroimage","2004","2004/01/27","","","10.1016/j.neuroimage.2003.08.043"
"29447843","Creativity and cognitive control: Behavioral and ERP evidence that divergent thinking, but not real-life creative achievement, relates to better cognitive control","Zabelina DL, Ganis G.","Neuropsychologia. 2018 Sep;118(Pt A):20-28. doi: 10.1016/j.neuropsychologia.2018.02.014. Epub 2018 Feb 13.","Zabelina DL","Neuropsychologia","2018","2018/02/16","","","10.1016/j.neuropsychologia.2018.02.014"
"23206529","Are core component processes of executive function dissociable within the frontal lobes? Evidence from humans with focal prefrontal damage","Tsuchida A, Fellows LK.","Cortex. 2013 Jul-Aug;49(7):1790-800. doi: 10.1016/j.cortex.2012.10.014. Epub 2012 Nov 6.","Tsuchida A","Cortex","2013","2012/12/05","","","10.1016/j.cortex.2012.10.014"
"26521135","Neuromelanin marks the spot: identifying a locus coeruleus biomarker of cognitive reserve in healthy aging","Clewett DV, Lee TH, Greening S, Ponzio A, Margalit E, Mather M.","Neurobiol Aging. 2016 Jan;37:117-126. doi: 10.1016/j.neurobiolaging.2015.09.019. Epub 2015 Oct 29.","Clewett DV","Neurobiol Aging","2016","2015/11/02","PMC5134892","NIHMS734268","10.1016/j.neurobiolaging.2015.09.019"
"28939202","Neural correlates of reconfiguration failure reveal the time course of task-set reconfiguration","Steinhauser M, Maier ME, Ernst B.","Neuropsychologia. 2017 Nov;106:100-111. doi: 10.1016/j.neuropsychologia.2017.09.018. Epub 2017 Sep 20.","Steinhauser M","Neuropsychologia","2017","2017/09/24","","","10.1016/j.neuropsychologia.2017.09.018"
"25619207","Development of modularity in the neural activity of children's brains","Chen M, Deem MW.","Phys Biol. 2015 Jan 26;12(1):016009. doi: 10.1088/1478-3975/12/1/016009.","Chen M","Phys Biol","2015","2015/01/27","PMC4489707","NIHMS660737","10.1088/1478-3975/12/1/016009"
"41350506","Anxiety facilitates disengagement when switching from negative-valenced stimuli: Mediating role of attentional control","Wong YS, Yu J.","Cogn Affect Behav Neurosci. 2026 Feb;26(1):104-119. doi: 10.3758/s13415-025-01349-2. Epub 2025 Dec 5.","Wong YS","Cogn Affect Behav Neurosci","2026","2025/12/05","","","10.3758/s13415-025-01349-2"
"17382975","Cueing effects on semantic and perceptual categorization: ERPs reveal differential effects of validity as a function of processing stage","Lai G, Mangels JA.","Neuropsychologia. 2007 May 15;45(9):2038-50. doi: 10.1016/j.neuropsychologia.2007.02.013. Epub 2007 Feb 23.","Lai G","Neuropsychologia","2007","2007/03/27","PMC2099310","NIHMS23829","10.1016/j.neuropsychologia.2007.02.013"
"18564054","Cerebral white matter integrity mediates adult age differences in cognitive performance","Madden DJ, Spaniol J, Costello MC, Bucur B, White LE, Cabeza R, Davis SW, Dennis NA, Provenzale JM, Huettel SA.","J Cogn Neurosci. 2009 Feb;21(2):289-302. doi: 10.1162/jocn.2009.21047.","Madden DJ","J Cogn Neurosci","2009","2008/06/20","PMC2676336","NIHMS105580","10.1162/jocn.2009.21047"
"27153978","Reward-associated features capture attention in the absence of awareness: Evidence from object-substitution masking","Harris JA, Donohue SE, Schoenfeld MA, Hopf JM, Heinze HJ, Woldorff MG.","Neuroimage. 2016 Aug 15;137:116-123. doi: 10.1016/j.neuroimage.2016.05.010. Epub 2016 May 3.","Harris JA","Neuroimage","2016","2016/05/08","","","10.1016/j.neuroimage.2016.05.010"
"10846167","Dissociating the role of the dorsolateral prefrontal and anterior cingulate cortex in cognitive control","MacDonald AW 3rd, Cohen JD, Stenger VA, Carter CS.","Science. 2000 Jun 9;288(5472):1835-8. doi: 10.1126/science.288.5472.1835.","MacDonald AW 3rd","Science","2000","2000/06/10","","","10.1126/science.288.5472.1835"
"27175942","Effects of bilingualism on vocabulary, executive functions, age of dementia onset, and regional brain structure","Gasquoine PG.","Neuropsychology. 2016 Nov;30(8):988-997. doi: 10.1037/neu0000294. Epub 2016 May 12.","Gasquoine PG","Neuropsychology","2016","2016/05/14","","","10.1037/neu0000294"
"24223921","Relating inter-individual differences in verbal creative thinking to cerebral structures: an optimal voxel-based morphometry study","Zhu F, Zhang Q, Qiu J.","PLoS One. 2013 Nov 5;8(11):e79272. doi: 10.1371/journal.pone.0079272. eCollection 2013.","Zhu F","PLoS One","2013","2013/11/14","PMC3818430","","10.1371/journal.pone.0079272"
"15165351","Decomposing components of task preparation with functional magnetic resonance imaging","Brass M, von Cramon DY.","J Cogn Neurosci. 2004 May;16(4):609-20. doi: 10.1162/089892904323057335.","Brass M","J Cogn Neurosci","2004","2004/05/29","","","10.1162/089892904323057335"
"31470347","Effects of bilingual language experience on basal ganglia computations: A dynamic causal modeling test of the conditional routing model","Yamasaki BL, Stocco A, Liu AS, Prat CS.","Brain Lang. 2019 Oct;197:104665. doi: 10.1016/j.bandl.2019.104665. Epub 2019 Aug 27.","Yamasaki BL","Brain Lang","2019","2019/08/31","","","10.1016/j.bandl.2019.104665"
"23871868","The functional role of the frontal cortex in pre-attentive auditory change detection","Tse CY, Rinne T, Ng KK, Penney TB.","Neuroimage. 2013 Dec;83:870-9. doi: 10.1016/j.neuroimage.2013.07.037. Epub 2013 Jul 19.","Tse CY","Neuroimage","2013","2013/07/23","","","10.1016/j.neuroimage.2013.07.037"
"21874602","Cue-switch effects do not rely on the same neural systems as task-switch effects","De Baene W, Brass M.","Cogn Affect Behav Neurosci. 2011 Dec;11(4):600-7. doi: 10.3758/s13415-011-0055-9.","De Baene W","Cogn Affect Behav Neurosci","2011","2011/08/30","","","10.3758/s13415-011-0055-9"
